Lunar IPS (LIPS) Version 1.03
Apply IPS Patch Log

Offset    Size    RLE    IPS_File_Range       IPS_File_Size
03C50B       1    No     0000A4CD-0000A4D2        6
03C57A       1    No     0000A4D3-0000A4D8        6
03C5C0       2    No     0000A4D9-0000A4DF        7
03C5CC       5    No     0000A4E0-0000A4E9        A
03C5F5       8    No     0000A4EA-0000A4F6        D
03C604       1    No     0000A4F7-0000A4FC        6
03C61E       1    No     0000A4FD-0000A502        6
03C63C       1    No     0000A503-0000A508        6
03C672       1    No     0000A509-0000A50E        6
03C685       2    No     0000A50F-0000A515        7
03C6BE       2    No     0000A516-0000A51C        7
03C6CC       B    No     0000A51D-0000A52C       10
03C6E2       1    No     0000A52D-0000A532        6
03C6F5       A    No     0000A533-0000A541        F
03C74D       1    No     0000A542-0000A547        6
03C761       2    No     0000A548-0000A54E        7
03C794       2    No     0000A54F-0000A555        7
03C79F       2    No     0000A556-0000A55C        7
03C7AB       2    No     0000A55D-0000A563        7
03C7B9       1    No     0000A564-0000A569        6
03C811       1    No     0000A56A-0000A56F        6
03C81A      13    No     0000A570-0000A587       18
03C854       8    No     0000A588-0000A594        D
03C865       1    No     0000A595-0000A59A        6
03C875       2    No     0000A59B-0000A5A1        7
03C8CA       2    No     0000A5A2-0000A5A8        7
03C906       2    No     0000A5A9-0000A5AF        7
03C91D       1    No     0000A5B0-0000A5B5        6
03C928       1    No     0000A5B6-0000A5BB        6
03C956       2    No     0000A5BC-0000A5C2        7
03C97E       1    No     0000A5C3-0000A5C8        6
03C992       1    No     0000A5C9-0000A5CE        6
03C9DB       2    No     0000A5CF-0000A5D5        7
03C9E9       1    No     0000A5D6-0000A5DB        6
03CA0D       2    No     0000A5DC-0000A5E2        7
03CA1E       8    No     0000A5E3-0000A5EF        D
03CA35       B    No     0000A5F0-0000A5FF       10
03CA5C       1    No     0000A600-0000A605        6
03CA74       2    No     0000A606-0000A60C        7
03CAA1       1    No     0000A60D-0000A612        6
03CAB0       2    No     0000A613-0000A619        7
03CAEA       2    No     0000A61A-0000A620        7
03CAF5       1    No     0000A621-0000A626        6
03CB01       1    No     0000A627-0000A62C        6
03CB20       1    No     0000A62D-0000A632        6
03CB50       2    No     0000A633-0000A639        7
03CB58       2    No     0000A63A-0000A640        7
03CB66       2    No     0000A641-0000A647        7
03CB75       2    No     0000A648-0000A64E        7
03CB87       E    No     0000A64F-0000A661       13
03CBB0       1    No     0000A662-0000A667        6
03CBEA       1    No     0000A668-0000A66D        6
03CC1D       1    No     0000A66E-0000A673        6
03CC57       1    No     0000A674-0000A679        6
03CC97       1    No     0000A67A-0000A67F        6
03CCAA       1    No     0000A680-0000A685        6
03CCD6       1    No     0000A686-0000A68B        6
03CCEC       1    No     0000A68C-0000A691        6
03CCF8       2    No     0000A692-0000A698        7
03CD12       7    No     0000A699-0000A6A4        C
03CD2D       4    No     0000A6A5-0000A6AD        9
03CD4D       1    No     0000A6AE-0000A6B3        6
03CD72       1    No     0000A6B4-0000A6B9        6
03CDBA       1    No     0000A6BA-0000A6BF        6
03CDFE       1    No     0000A6C0-0000A6C5        6
03CE3E       1    No     0000A6C6-0000A6CB        6
03CE76       1    No     0000A6CC-0000A6D1        6
03CE92       1    No     0000A6D2-0000A6D7        6
03CE9A       1    No     0000A6D8-0000A6DD        6
03CEB4       2    No     0000A6DE-0000A6E4        7
03CEC3       2    No     0000A6E5-0000A6EB        7
03CED4       1    No     0000A6EC-0000A6F1        6
03CEFD       2    No     0000A6F2-0000A6F8        7
03CF09       2    No     0000A6F9-0000A6FF        7
03CF52       1    No     0000A700-0000A705        6
03CF66       1    No     0000A706-0000A70B        6
03CF91       1    No     0000A70C-0000A711        6
03CFA6       1    No     0000A712-0000A717        6
03CFB5       1    No     0000A718-0000A71D        6
03CFDF       2    No     0000A71E-0000A724        7
03CFF8       7    No     0000A725-0000A730        C
03D00F       2    No     0000A731-0000A737        7
03D04C       1    No     0000A738-0000A73D        6
03D066       B    No     0000A73E-0000A74D       10
03D0AA       F    No     0000A74E-0000A761       14
03D0CF       1    No     0000A762-0000A767        6
03D0E1       2    No     0000A768-0000A76E        7
03D0F4       D    No     0000A76F-0000A780       12
03D10E       1    No     0000A781-0000A786        6
03D11F       1    No     0000A787-0000A78C        6
03D134       1    No     0000A78D-0000A792        6
03D13B       1    No     0000A793-0000A798        6
03D154       6    No     0000A799-0000A7A3        B
03D185       1    No     0000A7A4-0000A7A9        6
03D198       2    No     0000A7AA-0000A7B0        7
03D1A9       1    No     0000A7B1-0000A7B6        6
03D1B2       7    No     0000A7B7-0000A7C2        C
03D1C0       7    No     0000A7C3-0000A7CE        C
03D1DA       1    No     0000A7CF-0000A7D4        6
03D1E3       1    No     0000A7D5-0000A7DA        6
03D1EC       2    No     0000A7DB-0000A7E1        7
03D1FB       2    No     0000A7E2-0000A7E8        7
03D233       1    No     0000A7E9-0000A7EE        6
03D29B       1    No     0000A7EF-0000A7F4        6
03D32A       1    No     0000A7F5-0000A7FA        6
03D334       1    No     0000A7FB-0000A800        6
03D3A6       5    No     0000A801-0000A80A        A
03D3D1       1    No     0000A80B-0000A810        6
03D3EB       1    No     0000A811-0000A816        6
03D427       7    No     0000A817-0000A822        C
03D47E       1    No     0000A823-0000A828        6
03D500       6    No     0000A829-0000A833        B
03D535       1    No     0000A834-0000A839        6
03D541       1    No     0000A83A-0000A83F        6
03D54C       1    No     0000A840-0000A845        6
03D553       1    No     0000A846-0000A84B        6
03D56C       8    No     0000A84C-0000A858        D
03D5CF       1    No     0000A859-0000A85E        6
03D634       C    No     0000A85F-0000A86F       11
03D64A       4    No     0000A870-0000A878        9
03D655       4    No     0000A879-0000A881        9
03D6BC       1    No     0000A882-0000A887        6
03D6C8       1    No     0000A888-0000A88D        6
03D6D7       1    No     0000A88E-0000A893        6
03D6E6       1    No     0000A894-0000A899        6
03D72A       1    No     0000A89A-0000A89F        6
03D747       1    No     0000A8A0-0000A8A5        6
03D74E       2    No     0000A8A6-0000A8AC        7
03D78E       1    No     0000A8AD-0000A8B2        6
03D7B2       1    No     0000A8B3-0000A8B8        6
03D7C3       1    No     0000A8B9-0000A8BE        6
03D7E9       2    No     0000A8BF-0000A8C5        7
03D7FD       1    No     0000A8C6-0000A8CB        6
03D824       2    No     0000A8CC-0000A8D2        7
03D82C       2    No     0000A8D3-0000A8D9        7
03D84D       1    No     0000A8DA-0000A8DF        6
03D870       2    No     0000A8E0-0000A8E6        7
03D878       2    No     0000A8E7-0000A8ED        7
03D88C       2    No     0000A8EE-0000A8F4        7
03D8A4       2    No     0000A8F5-0000A8FB        7
03D8BA       2    No     0000A8FC-0000A902        7
03D8CF       2    No     0000A903-0000A909        7
03D8EC       2    No     0000A90A-0000A910        7
03D903       2    No     0000A911-0000A917        7
03D90B       2    No     0000A918-0000A91E        7
03D950       2    No     0000A91F-0000A925        7
03D9A4       2    No     0000A926-0000A92C        7
03D9DD       2    No     0000A92D-0000A933        7
03DA08       2    No     0000A934-0000A93A        7
03DA28       5    No     0000A93B-0000A944        A
03DAA0       8    No     0000A945-0000A951        D
03DAB1       2    No     0000A952-0000A958        7
03DAF9       2    No     0000A959-0000A95F        7
03DC06       2    No     0000A960-0000A966        7
03DC2E       8    No     0000A967-0000A973        D
03DC55       2    No     0000A974-0000A97A        7
03DC6F       2    No     0000A97B-0000A981        7
03DC78       2    No     0000A982-0000A988        7
03DCA1       1    No     0000A989-0000A98E        6
03DD06       2    No     0000A98F-0000A995        7
03DD3B       2    No     0000A996-0000A99C        7
03DE11       1    No     0000A99D-0000A9A2        6
03DE46       1    No     0000A9A3-0000A9A8        6
03DEAB       1    No     0000A9A9-0000A9AE        6
03DEE0       1    No     0000A9AF-0000A9B4        6
03DF35       1    No     0000A9B5-0000A9BA        6
03DF61       2    No     0000A9BB-0000A9C1        7
03DFA2       1    No     0000A9C2-0000A9C7        6
03DFAA       B    No     0000A9C8-0000A9D7       10
03DFBB       1    No     0000A9D8-0000A9DD        6
03E19B       1    No     0000A9DE-0000A9E3        6
03E259       1    No     0000A9E4-0000A9E9        6
03E262       2    No     0000A9EA-0000A9F0        7
03E288       2    No     0000A9F1-0000A9F7        7
03E296       1    No     0000A9F8-0000A9FD        6
03E2E6       2    No     0000A9FE-0000AA04        7
03E320       2    No     0000AA05-0000AA0B        7
03E334       1    No     0000AA0C-0000AA11        6
03E33F       5    No     0000AA12-0000AA1B        A
03E3A1       1    No     0000AA1C-0000AA21        6
03E428       1    No     0000AA22-0000AA27        6
03E431       1    No     0000AA28-0000AA2D        6
03E65E       1    No     0000AA2E-0000AA33        6
03E666       1    No     0000AA34-0000AA39        6
03E6A7       1    No     0000AA3A-0000AA3F        6
03E6B0       1    No     0000AA40-0000AA45        6
03E723       8    No     0000AA46-0000AA52        D
03E73C       1    No     0000AA53-0000AA58        6
03E74B       1    No     0000AA59-0000AA5E        6
03E75D       1    No     0000AA5F-0000AA64        6
03E7B0       1    No     0000AA65-0000AA6A        6
03E7CD       1    No     0000AA6B-0000AA70        6
03E7D7       2    No     0000AA71-0000AA77        7
03E813       1    No     0000AA78-0000AA7D        6
03E837       1    No     0000AA7E-0000AA83        6
03E848       1    No     0000AA84-0000AA89        6
03E86D       2    No     0000AA8A-0000AA90        7
03E880       1    No     0000AA91-0000AA96        6
03E8A2       2    No     0000AA97-0000AA9D        7
03E8B3       2    No     0000AA9E-0000AAA4        7
03E8C7       2    No     0000AAA5-0000AAAB        7
03E8DF       2    No     0000AAAC-0000AAB2        7
03E8F5       2    No     0000AAB3-0000AAB9        7
03E90A       2    No     0000AABA-0000AAC0        7
03E927       2    No     0000AAC1-0000AAC7        7
03E93F       2    No     0000AAC8-0000AACE        7
03E948       2    No     0000AACF-0000AAD5        7
03E965       2    No     0000AAD6-0000AADC        7
03E9D1       2    No     0000AADD-0000AAE3        7
03EA25       2    No     0000AAE4-0000AAEA        7
03EA61       2    No     0000AAEB-0000AAF1        7
03EA8C       2    No     0000AAF2-0000AAF8        7
03EAA9       5    No     0000AAF9-0000AB02        A
03EAE7       1    No     0000AB03-0000AB08        6
03EAF9       8    No     0000AB09-0000AB15        D
